912936.5,250505.5,11.32,1
912955.5,250505.5,7.733,2
912959.5,250505.5,7.065,3
912963.5,250505.5,6.509,4
912965.5,250505.5,6.363,5
912978.5,250505.5,5.613,6
912986.5,250505.5,5.916,7
913020.5,250505.5,6.087,8
913023.5,250505.5,6.327,9
913027.5,250505.5,6.448,10
913038.5,250505.5,7.345,11
913039.5,250505.5,7.741,12
913041.5,250505.5,8.589,13
913057.5,250505.5,8.119,14
913064.5,250505.5,7.915,15
913088.5,250505.5,5.112,16
913090.5,250505.5,5.233,17
913109.5,250505.5,4.159,18
913125.5,250505.5,4.326,19
913129.5,250505.5,4.384,20
913138.5,250505.5,4.683,21
913147.5,250505.5,4.043,22
913169.5,250505.5,3.504,23
913171.5,250505.5,3.393,24
913210.5,250505.5,3.398,25
913215.5,250505.5,4.152,26
913220.5,250505.5,4.882,27
913255.5,250505.5,12.898,28
913268.5,250505.5,8.259,29
913275.5,250505.5,7.984,30
913287.5,250505.5,5.803,31
913290.5,250505.5,5.512,32
913293.5,250505.5,4.556,33
913335.5,250505.5,2.146,34
913337.5,250505.5,2.187,35
913338.5,250505.5,2.187,36
913343.5,250505.5,2.015,37
913344.5,250505.5,2.015,38
913355.5,250505.5,1.731,39
913357.5,250505.5,1.8,40
913361.5,250505.5,1.877,41
913364.5,250505.5,2.137,42
913365.5,250505.5,2.563,43
913366.5,250505.5,2.563,44
913381.5,250505.5,3.84,45
913387.5,250505.5,2.62,46
913388.5,250505.5,2.62,47
913399.5,250505.5,1.754,48
913400.5,250505.5,1.754,49
913403.5,250505.5,1.502,50
913415.5,250505.5,1.461,51
913423.5,250505.5,1.832,52
913437.5,250505.5,3.79,53
913442.5,250505.5,4.52,54
913459.5,250505.5,8.124,55
913466.5,250505.5,7.385,56
913471.5,250505.5,3.316,57
913481.5,250505.5,3.091,58
913483.5,250505.5,2.681,59
913488.5,250505.5,2.786,60
913493.5,250505.5,2.787,61
913495.5,250505.5,2.78,62
912936.5,250504.5,11.32,63
912945.5,250504.5,9.432,64
912949.5,250504.5,8.859,65
912951.5,250504.5,8.364,66
912957.5,250504.5,7.431,67
912958.5,250504.5,7.431,68
913007.5,250504.5,6.003,69
913012.5,250504.5,5.825,70
913025.5,250504.5,6.357,71
913027.5,250504.5,6.448,72
913029.5,250504.5,6.693,73
913036.5,250504.5,7.325,74
913047.5,250504.5,10.834,75
913056.5,250504.5,8.213,76
913063.5,250504.5,7.915,77
913089.5,250504.5,5.233,78
913092.5,250504.5,5.238,79
913093.5,250504.5,5.179,80
913094.5,250504.5,5.179,81
913105.5,250504.5,5.839,82
913106.5,250504.5,5.839,83
913119.5,250504.5,3.645,84
913123.5,250504.5,4.803,85
913154.5,250504.5,3.861,86
913163.5,250504.5,3.537,87
913196.5,250504.5,2.183,88
913201.5,250504.5,2.538,89
913212.5,250504.5,3.664,90
913222.5,250504.5,5.223,91
913223.5,250504.5,5.617,92
913225.5,250504.5,5.91,93
913232.5,250504.5,7.326,94
913241.5,250504.5,10.933,95
913266.5,250504.5,8.526,96
913284.5,250504.5,7.857,97
913342.5,250504.5,2.243,98
913347.5,250504.5,1.671,99
913350.5,250504.5,1.755,100
913354.5,250504.5,1.752,101
913396.5,250504.5,2.462,102
913397.5,250504.5,2.017,103
913402.5,250504.5,1.672,104
913407.5,250504.5,1.409,105
913424.5,250504.5,1.832,106
913427.5,250504.5,2.082,107
913457.5,250504.5,7.398,108
913484.5,250504.5,2.681,109
912941.5,250503.5,9.585,110
912954.5,250503.5,7.931,111
912973.5,250503.5,5.614,112
912988.5,250503.5,6.01,113
913019.5,250503.5,5.954,114
913021.5,250503.5,5.993,115
913030.5,250503.5,6.636,116
913032.5,250503.5,6.818,117
913060.5,250503.5,7.984,118
913075.5,250503.5,6.353,119
913079.5,250503.5,5.437,120
913107.5,250503.5,4.632,121
913109.5,250503.5,3.817,122
913111.5,250503.5,3.67,123
913120.5,250503.5,3.193,124
913145.5,250503.5,4.013,125
913153.5,250503.5,4.407,126
913161.5,250503.5,4.122,127
913170.5,250503.5,3.659,128
913181.5,250503.5,3.114,129
913189.5,250503.5,2.143,130
