912927.5,250505.5,10.078,1
912938.5,250505.5,8.554,2
912940.5,250505.5,8.199,3
912944.5,250505.5,7.513,4
912956.5,250505.5,6.466,5
913019.5,250505.5,7.654,6
913028.5,250505.5,8.583,7
913054.5,250505.5,6.414,8
913055.5,250505.5,6.298,9
913079.5,250505.5,4.576,10
913084.5,250505.5,4.248,11
913085.5,250505.5,4.172,12
913086.5,250505.5,4.097,13
913094.5,250505.5,3.82,14
913100.5,250505.5,3.964,15
913118.5,250505.5,2.936,16
913122.5,250505.5,2.986,17
913166.5,250505.5,3.948,18
913168.5,250505.5,3.963,19
913174.5,250505.5,4.072,20
913186.5,250505.5,4.376,21
913187.5,250505.5,4.413,22
913193.5,250505.5,4.685,23
913196.5,250505.5,4.821,24
913208.5,250505.5,5.511,25
913221.5,250505.5,6.47,26
913231.5,250505.5,8.008,27
913239.5,250505.5,9.232,28
913248.5,250505.5,6.476,29
913265.5,250505.5,3.917,30
913266.5,250505.5,3.559,31
913284.5,250505.5,2.751,32
913289.5,250505.5,2.642,33
913301.5,250505.5,2.666,34
913316.5,250505.5,1.904,35
913324.5,250505.5,1.8,36
913348.5,250505.5,2.62,37
913364.5,250505.5,3.045,38
913383.5,250505.5,2.114,39
913396.5,250505.5,3.344,40
913405.5,250505.5,4.137,41
913428.5,250505.5,4.38,42
913439.5,250505.5,5.925,43
913478.5,250505.5,3.097,44
913481.5,250505.5,2.956,45
912952.5,250504.5,6.53,46
912955.5,250504.5,6.4,47
912978.5,250504.5,6.905,48
912980.5,250504.5,6.86,49
913024.5,250504.5,8.025,50
913029.5,250504.5,8.556,51
913038.5,250504.5,9.532,52
913044.5,250504.5,8.83,53
913056.5,250504.5,6.118,54
913065.5,250504.5,5.212,55
913074.5,250504.5,4.627,56
913079.5,250504.5,4.365,57
913083.5,250504.5,4.123,58
913092.5,250504.5,3.688,59
913097.5,250504.5,3.803,60
913121.5,250504.5,2.835,61
913150.5,250504.5,4.002,62
913169.5,250504.5,3.9,63
913188.5,250504.5,4.427,64
913192.5,250504.5,4.613,65
913193.5,250504.5,4.66,66
913195.5,250504.5,4.754,67
913197.5,250504.5,4.85,68
913201.5,250504.5,5.061,69
913211.5,250504.5,5.707,70
913251.5,250504.5,6.361,71
913253.5,250504.5,6.233,72
913256.5,250504.5,5.944,73
913272.5,250504.5,2.272,74
913277.5,250504.5,2.301,75
913298.5,250504.5,2.531,76
913300.5,250504.5,2.589,77
913304.5,250504.5,2.445,78
913324.5,250504.5,1.827,79
913393.5,250504.5,3.036,80
913419.5,250504.5,4.532,81
913420.5,250504.5,4.394,82
913425.5,250504.5,3.952,83
913436.5,250504.5,5.38,84
913443.5,250504.5,6.096,85
913444.5,250504.5,6.134,86
913455.5,250504.5,6.151,87
913479.5,250504.5,3.099,88
913493.5,250504.5,3.064,89
912942.5,250503.5,7.63,90
912944.5,250503.5,7.307,91
912963.5,250503.5,6.521,92
912981.5,250503.5,6.919,93
913030.5,250503.5,8.555,94
913046.5,250503.5,8.359,95
913058.5,250503.5,5.849,96
913062.5,250503.5,5.433,97
913073.5,250503.5,4.488,98
913076.5,250503.5,4.329,99
913083.5,250503.5,3.925,100
913090.5,250503.5,3.574,101
913119.5,250503.5,2.667,102
913130.5,250503.5,3.552,103
913144.5,250503.5,4.101,104
913150.5,250503.5,3.92,105
913151.5,250503.5,3.911,106
913152.5,250503.5,3.902,107
913154.5,250503.5,3.878,108
913156.5,250503.5,3.853,109
913189.5,250503.5,4.445,110
913214.5,250503.5,5.909,111
913236.5,250503.5,9.315,112
913259.5,250503.5,5.057,113
913302.5,250503.5,2.508,114
913303.5,250503.5,2.461,115
913321.5,250503.5,2.101,116
913337.5,250503.5,2.654,117
913352.5,250503.5,2.559,118
913357.5,250503.5,2.654,119
913358.5,250503.5,2.732,120
913371.5,250503.5,2.562,121
913388.5,250503.5,2.331,122
913392.5,250503.5,2.915,123
913401.5,250503.5,3.748,124
